,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
3020,A,1.5945945945945943,1.0,D,W,W,D,D,D,0.5945945945945946,-0.4594594594594595,0.10810810810810813,-9.0
3021,H,1.4864864864864864,0.2972972972972973,W,D,L,L,L,L,0.08108108108108109,-1.7027027027027026,0.13513513513513514,-10.0
3022,H,0.8918918918918919,1.054054054054054,D,W,W,W,L,L,-0.5405405405405406,-0.5405405405405406,-0.054054054054054064,-13.0
3023,H,0.8108108108108109,0.8648648648648649,W,L,W,D,L,D,-0.6756756756756757,-0.4594594594594595,0.054054054054054064,0.0
3024,H,2.189189189189189,1.2972972972972974,L,D,W,D,W,L,1.4324324324324325,-0.13513513513513514,0.10810810810810813,-14.0
3025,H,0.972972972972973,1.5405405405405406,L,L,D,L,L,D,-0.5135135135135135,0.2972972972972973,-0.13513513513513514,3.0
3026,A,0.8918918918918919,1.162162162162162,D,L,L,D,D,D,-0.7567567567567568,0.16216216216216214,-0.054054054054054064,3.0
3027,H,2.081081081081081,1.6756756756756757,W,W,L,D,L,D,1.108108108108108,0.5675675675675675,0.13513513513513514,-2.0
3028,H,1.891891891891892,1.4864864864864864,D,W,W,L,W,W,0.972972972972973,0.0,0.13513513513513514,-11.0
3029,A,1.162162162162162,2.189189189189189,D,W,D,W,W,D,-0.4324324324324325,1.0,-0.054054054054054064,11.0
3030,H,0.8421052631578947,1.5263157894736843,L,D,L,W,W,D,-0.5,0.13157894736842105,-0.15789473684210525,10.0
3031,D,2.2105263157894743,0.9473684210526316,W,W,W,W,D,W,1.0263157894736843,-0.4736842105263158,0.07894736842105263,-5.0
3032,A,0.2894736842105263,0.8684210526315791,L,L,L,L,D,L,-1.7105263157894737,-0.7631578947368421,-0.02631578947368421,12.0
3033,H,1.631578947368421,1.131578947368421,L,D,L,L,D,W,0.5263157894736842,-0.4736842105263158,-0.07894736842105263,-7.0
3034,H,1.0263157894736843,1.4473684210526316,W,L,L,L,L,W,-0.4473684210526316,-0.02631578947368421,-0.02631578947368421,-2.0
3035,A,1.5,0.8684210526315791,L,L,L,W,W,L,0.2368421052631579,-0.6052631578947368,-0.13157894736842105,-11.0
3036,A,1.0263157894736843,2.1052631578947367,L,W,L,W,W,W,-0.5789473684210527,1.1052631578947372,-0.10526315789473684,16.0
3037,A,1.2105263157894737,1.9210526315789476,W,D,D,W,D,W,0.18421052631578946,0.9736842105263158,-0.10526315789473684,2.0
3038,D,1.263157894736842,1.5526315789473684,L,D,W,L,D,W,-0.21052631578947367,0.5263157894736842,-0.15789473684210525,4.0
3039,A,1.0526315789473684,2.2105263157894743,W,D,D,W,L,D,-0.3947368421052632,1.4736842105263157,0.02631578947368421,19.0
3070,H,1.5,1.0,W,W,L,D,L,W,0.25,0.25,0.5,1.0
3071,H,1.75,1.0,D,W,W,L,W,D,0.5,0.0,0.75,3.0
3072,A,1.5,1.75,W,W,L,D,W,W,1.0,1.25,-0.25,7.0
3073,A,1.0,1.0,L,W,D,L,D,W,-0.5,-1.0,0.0,-8.0
3074,H,0.75,1.5,W,L,L,W,L,W,-0.5,0.25,-0.75,-5.0
3075,H,0.25,1.5,D,L,L,W,L,W,-0.5,0.25,-1.25,10.0
3076,D,0.75,0.75,W,L,L,L,W,L,0.75,-0.75,0.0,-1.0
3077,A,0.75,0.75,L,W,L,L,W,L,-0.5,-0.75,0.0,15.0
3078,A,0.25,1.0,D,L,L,D,L,W,-0.5,0.25,-0.75,5.0
3079,H,1.0,1.5,L,D,W,W,W,L,-0.5,0.25,-0.5,-10.0
3080,A,0.8,1.8,L,D,L,W,W,L,0.0,1.4,-1.0,13.0
3081,D,2.0,0.6,W,D,W,L,L,W,0.6,-0.6,1.4,-16.0
3082,H,0.8,1.2,D,L,W,L,W,L,-0.6,0.0,-0.4,2.0
3083,H,1.2,0.8,L,W,L,L,L,W,0.0,-0.6,0.4,-2.0
3084,D,2.0,1.0,W,D,W,D,L,W,1.4,0.0,1.0,1.0
3085,D,1.4,1.2,W,L,D,W,L,W,-0.6,-0.4,0.2,15.0
3086,H,1.2,1.2,L,W,W,W,W,L,0.4,-0.2,0.0,1.0
3087,D,0.2,0.8,L,D,L,D,W,L,-0.6,0.6,-0.6,-3.0
3088,A,0.8,1.4,W,D,L,W,D,L,-0.2,0.4,-0.6,14.0
3089,A,1.8,1.4,W,W,L,W,L,D,1.4,-0.6,0.4,-17.0
3090,H,1.6666666666666667,1.1666666666666667,W,W,D,W,D,L,0.5,-0.16666666666666666,0.5,-9.0
3091,A,1.1666666666666667,1.8333333333333333,D,W,L,D,W,D,-0.3333333333333333,0.5,-0.6666666666666666,1.0
3092,A,1.0,1.5,L,L,W,W,L,W,-0.16666666666666666,0.3333333333333333,-0.5,7.0
3093,H,1.3333333333333333,0.6666666666666666,W,D,L,L,L,D,0.3333333333333333,-0.3333333333333333,0.6666666666666666,-15.0
3094,A,1.0,0.6666666666666666,L,L,W,L,W,D,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-7.0
3095,A,0.6666666666666666,1.1666666666666667,L,L,L,W,L,L,-0.8333333333333334,-0.8333333333333334,-0.5,5.0
3096,A,0.6666666666666666,1.8333333333333333,D,L,L,D,W,D,-0.5,1.1666666666666667,-1.1666666666666667,18.0
3097,H,1.0,0.3333333333333333,L,W,W,D,L,D,-1.1666666666666667,-0.5,0.6666666666666666,-3.0
3098,H,0.8333333333333334,1.5,D,D,W,W,L,W,0.5,1.3333333333333333,-0.6666666666666666,5.0
3099,A,1.1666666666666667,1.3333333333333333,W,L,L,W,D,L,-0.8333333333333334,0.3333333333333333,-0.16666666666666666,6.0
3100,D,1.0,1.7142857142857142,L,W,D,L,W,W,-0.2857142857142857,1.1428571428571428,-0.2857142857142857,12.0
3101,H,1.0,0.8571428571428571,W,L,W,L,L,L,-0.14285714285714285,-0.2857142857142857,0.14285714285714285,3.0
3102,A,1.1428571428571428,0.8571428571428571,W,D,D,L,L,L,0.5714285714285714,-0.42857142857142855,0.7142857142857143,1.0
3103,H,2.0,1.8571428571428568,W,D,W,W,W,W,1.2857142857142858,0.5714285714285714,0.14285714285714285,-4.0
3104,D,1.0,0.5714285714285714,L,D,W,L,L,L,-0.5714285714285714,-0.8571428571428571,0.5714285714285714,-7.0
3105,A,1.2857142857142858,2.0,L,W,L,W,D,W,1.0,0.7142857142857143,-0.2857142857142857,5.0
3106,H,1.2857142857142858,0.5714285714285714,W,L,W,L,D,L,-0.7142857142857143,-0.7142857142857143,0.7142857142857143,-12.0
3107,A,0.2857142857142857,1.5714285714285714,L,D,L,W,D,W,-0.7142857142857143,-0.2857142857142857,-0.8571428571428571,-9.0
3108,A,1.7142857142857142,0.5714285714285714,W,W,L,L,L,L,0.42857142857142855,-0.5714285714285714,1.1428571428571428,-6.0
3109,H,1.7142857142857142,1.0,L,W,W,L,D,W,1.1428571428571428,-0.5714285714285714,0.2857142857142857,-2.0
3110,D,1.625,1.5,L,W,W,W,W,L,0.25,-0.5,-0.25,-2.0
3111,D,0.875,1.25,W,L,L,L,W,W,-0.25,-0.75,-0.25,9.0
3112,D,0.875,1.0,D,L,L,D,L,W,-0.25,-0.25,-0.125,2.0
3113,H,2.125,1.0,W,W,D,L,W,D,0.75,0.375,0.375,-10.0
3114,H,1.75,1.25,W,W,W,W,W,L,1.0,0.0,0.0,-19.0
3115,A,1.125,2.125,W,L,L,W,W,D,-0.25,1.375,-0.625,11.0
3116,H,1.75,1.5,W,W,D,L,W,W,-0.125,0.125,0.125,10.0
3117,H,0.5,0.25,L,L,D,L,L,D,-0.75,-0.75,-0.125,9.0
3118,D,0.625,1.125,D,L,L,L,L,W,-0.75,0.75,-0.625,3.0
3119,D,1.25,1.125,L,W,W,W,L,L,-0.75,-0.25,0.0,-6.0
3120,D,0.8888888888888888,1.6666666666666667,L,D,L,D,W,W,-0.6666666666666666,0.8888888888888888,-0.6666666666666666,4.0
3121,H,1.0,0.6666666666666666,D,D,L,D,D,L,-0.2222222222222222,-0.6666666666666666,0.4444444444444444,3.0
3122,A,1.1111111111111112,1.8888888888888888,L,W,W,W,W,W,-0.4444444444444444,0.0,-0.4444444444444444,0.0
3123,A,2.2222222222222223,2.2222222222222223,W,W,W,W,W,W,1.7777777777777777,0.7777777777777778,0.0,-2.0
3124,H,1.1111111111111112,0.7777777777777778,D,L,L,W,L,L,0.6666666666666666,-0.5555555555555556,0.0,-11.0
3125,D,1.4444444444444444,0.8888888888888888,D,W,W,D,D,L,-0.4444444444444444,-0.2222222222222222,0.8888888888888888,-9.0
3126,H,0.2222222222222222,0.8888888888888888,L,L,L,D,W,L,-0.7777777777777778,-0.2222222222222222,-0.3333333333333333,-5.0
3127,A,1.3333333333333333,1.7777777777777777,L,L,W,W,D,L,0.0,1.1111111111111112,-0.4444444444444444,7.0
3128,A,0.8888888888888888,1.5555555555555556,L,L,W,D,L,W,0.2222222222222222,0.2222222222222222,-0.5555555555555556,8.0
3129,H,0.6666666666666666,1.1111111111111112,D,D,L,L,W,W,-0.6666666666666666,-0.4444444444444444,-0.7777777777777778,-8.0
3130,D,1.9,0.5,W,W,D,W,L,L,1.2,-0.5,0.6,-8.0
3131,H,1.7,1.2,W,D,L,D,D,L,0.6,-0.6,0.2,-1.0
3132,A,0.8,0.9,L,D,W,D,L,D,-0.4,-0.6,0.1,11.0
3133,H,1.1,0.8,W,D,D,L,L,L,0.0,-0.2,0.1,3.0
3134,A,2.0,2.0,W,W,W,L,W,W,0.3,1.5,0.3,18.0
3135,H,2.3,1.4,W,W,W,D,D,W,0.8,-0.4,0.5,-4.0
3136,H,1.8,1.2,W,D,W,L,L,L,1.0,-0.2,0.7,-9.0
3137,H,1.0,1.3,D,L,W,W,D,L,-0.7,0.9,-0.3,4.0
3138,H,0.7,1.2,L,W,L,W,D,D,-0.8,-0.1,-0.4,5.0
3139,H,2.0,1.2,L,W,W,W,D,D,1.5,-0.1,0.2,-13.0
3140,H,1.0909090909090908,1.0,W,D,L,L,W,D,-0.4545454545454545,-0.09090909090909093,0.0,-12.0
3141,H,1.9090909090909087,1.818181818181818,W,W,D,L,W,W,1.0,0.0,0.09090909090909093,-19.0
3142,D,1.181818181818182,1.0909090909090908,W,D,L,L,L,L,-0.4545454545454545,-0.3636363636363637,0.3636363636363637,3.0
3143,A,1.2727272727272727,0.7272727272727273,L,D,D,L,L,L,-0.4545454545454545,-0.3636363636363637,0.4545454545454545,-6.0
3144,H,0.9090909090909092,1.818181818181818,W,L,W,D,W,W,-0.6363636363636364,1.0909090909090908,-0.18181818181818185,17.0
3145,H,0.5454545454545454,2.363636363636364,D,W,L,W,W,W,-0.4545454545454545,0.8181818181818182,-1.0,7.0
3146,D,0.9090909090909092,1.0909090909090908,L,L,L,L,D,D,-0.7272727272727273,-0.6363636363636364,0.09090909090909093,13.0
3147,H,0.7272727272727273,1.181818181818182,L,L,D,L,W,D,-0.4545454545454545,0.6363636363636364,0.0,7.0
3148,H,0.8181818181818182,1.818181818181818,W,L,D,W,W,D,-0.5454545454545454,0.6363636363636364,-0.4545454545454545,6.0
3149,H,1.818181818181818,1.9090909090909087,D,W,W,W,W,D,1.0909090909090908,1.0,-0.4545454545454545,2.0
3150,A,1.6666666666666667,0.9166666666666666,L,L,W,W,L,L,-0.08333333333333333,-0.25,0.16666666666666666,4.0
3151,H,2.1666666666666665,0.9166666666666666,L,W,W,D,L,L,0.6666666666666666,-0.6666666666666666,0.6666666666666666,-16.0
3152,A,1.0,1.1666666666666667,L,L,W,L,L,D,-0.5833333333333334,-0.5,0.0,7.0
3153,A,1.0833333333333333,1.25,D,L,L,W,W,D,-0.3333333333333333,-0.3333333333333333,-0.5833333333333334,5.0
3154,D,0.9166666666666666,1.0833333333333333,W,L,L,W,W,L,-0.25,-0.5,-0.5,-6.0
3155,A,1.6666666666666667,1.1666666666666667,L,W,W,D,W,D,0.4166666666666667,-0.4166666666666667,-0.08333333333333333,-7.0
3156,A,1.0833333333333333,2.1666666666666665,D,L,D,W,W,L,-0.5833333333333334,1.9166666666666667,-0.75,5.0
3157,H,1.1666666666666667,1.0,W,L,W,W,W,L,0.0,-0.3333333333333333,0.0,5.0
3158,A,1.0833333333333333,0.75,L,L,W,W,D,W,0.4166666666666667,-0.3333333333333333,-0.25,-2.0
3159,A,1.6666666666666667,1.6666666666666667,L,D,W,L,W,W,0.9166666666666666,0.4166666666666667,0.08333333333333333,-3.0
3160,A,1.0,0.9230769230769232,L,D,L,L,L,L,-0.6923076923076923,-0.6153846153846154,-0.07692307692307693,-8.0
3161,A,1.0769230769230769,2.230769230769231,W,W,L,W,L,W,-0.15384615384615385,0.8461538461538461,-0.38461538461538464,12.0
3162,H,1.3076923076923077,0.9230769230769232,W,W,L,W,W,D,0.07692307692307693,-0.2307692307692308,0.0,6.0
3163,H,1.8461538461538465,1.0769230769230769,W,L,W,D,W,W,1.1538461538461535,-0.4615384615384616,0.0,-19.0
3164,D,0.9230769230769232,0.9230769230769232,L,W,W,D,W,L,-0.38461538461538464,-0.2307692307692308,0.2307692307692308,-2.0
3165,A,0.8461538461538461,2.230769230769231,L,D,L,W,W,W,-0.8461538461538461,1.9230769230769231,-0.8461538461538461,18.0
3166,D,1.0,1.3076923076923077,L,D,L,W,L,L,-0.4615384615384616,-0.38461538461538464,-0.3076923076923077,2.0
3167,D,1.3846153846153846,1.3076923076923077,W,W,W,W,D,W,-0.15384615384615385,-0.3076923076923077,0.15384615384615385,-8.0
3168,D,1.5384615384615383,1.0,L,L,L,L,L,L,-0.15384615384615385,0.3076923076923077,0.15384615384615385,11.0
3169,D,1.5384615384615383,1.8461538461538465,L,L,W,W,L,W,0.3076923076923077,1.1538461538461535,-0.2307692307692308,5.0
3170,D,2.2857142857142856,0.9285714285714286,W,W,W,D,L,W,2.0,-0.35714285714285715,0.35714285714285715,-10.0
3171,D,2.2857142857142856,1.2857142857142858,W,W,L,D,W,W,0.9285714285714286,0.07142857142857142,0.14285714285714285,-13.0
3172,H,1.0,1.6428571428571428,D,L,L,L,W,L,0.2857142857142857,0.7142857142857143,-0.21428571428571427,6.0
3173,A,1.2857142857142858,1.0,D,W,D,L,W,W,-0.2857142857142857,-0.2857142857142857,0.21428571428571427,-3.0
3174,D,1.2857142857142858,1.5,D,W,L,D,L,L,-0.35714285714285715,-0.14285714285714285,0.07142857142857142,-12.0
3175,H,1.0,0.7857142857142857,L,D,W,L,L,D,-0.7857142857142857,-1.0,0.42857142857142855,0.0
3176,A,1.0714285714285714,1.0,W,L,L,D,L,D,-0.5,-0.42857142857142855,0.2857142857142857,5.0
3177,H,0.8571428571428571,0.9285714285714286,L,W,W,L,L,D,-0.2857142857142857,-0.7142857142857143,0.5714285714285714,4.0
3178,H,0.9285714285714286,1.3571428571428572,D,D,W,D,W,W,-0.21428571428571427,-0.14285714285714285,-0.42857142857142855,9.0
3179,D,1.6428571428571428,1.2857142857142858,W,L,L,D,W,W,0.42857142857142855,0.07142857142857142,-0.07142857142857142,-11.0
3180,D,1.2,0.9333333333333332,L,D,W,D,D,L,-0.4,-0.3333333333333333,0.0,1.0
3181,D,1.1333333333333333,1.4666666666666666,W,L,D,D,D,L,-0.6666666666666666,-0.13333333333333333,0.5333333333333333,0.0
3182,A,1.0,1.1333333333333333,L,W,L,W,L,W,-0.5333333333333333,-0.13333333333333333,-0.4,-1.0
3183,H,1.0666666666666669,0.7333333333333333,W,D,D,L,L,L,-0.13333333333333333,-1.0,0.4666666666666667,-6.0
3184,A,2.2,1.5333333333333334,D,W,W,L,L,W,1.8666666666666667,0.4666666666666667,0.6,-1.0
3185,A,1.1333333333333333,1.8666666666666667,W,D,L,W,D,W,0.4666666666666667,1.0666666666666669,-0.4,8.0
3186,H,1.2666666666666666,0.8666666666666667,D,D,W,L,L,L,-0.3333333333333333,-0.7333333333333333,0.26666666666666666,1.0
3187,A,1.0,1.2666666666666666,W,L,W,L,D,W,-0.2,-0.2,0.0,6.0
3188,D,2.2,1.1333333333333333,D,W,W,W,D,L,0.8666666666666667,-0.3333333333333333,0.3333333333333333,-6.0
3189,H,1.5333333333333334,1.0666666666666669,L,L,W,W,D,D,0.4666666666666667,-0.13333333333333333,-0.26666666666666666,-11.0
3190,A,0.8125,2.125,L,L,L,D,D,W,-0.75,0.8125,-0.4375,3.0
3191,A,1.25,2.0625,W,W,L,L,D,W,0.0625,1.6875,0.125,14.0
3192,D,1.25,1.0625,D,D,D,L,W,D,0.0625,0.375,0.3125,8.0
3193,H,1.4375,1.1875,D,D,D,D,L,D,-0.125,-0.375,-0.1875,7.0
3194,H,1.9375,0.9375,W,W,D,L,L,W,1.0625,-0.6875,0.4375,-14.0
3195,D,0.9375,1.125,D,D,D,D,W,L,-0.3125,-0.625,-0.125,-8.0
3196,A,1.375,1.5625,W,L,D,D,D,W,-0.125,0.375,0.3125,-1.0
3197,D,0.6875,1.375,L,L,L,W,D,D,-1.0,-0.25,-0.4375,12.0
3198,A,1.125,0.9375,D,W,D,L,W,L,-0.3125,-0.25,-0.1875,-1.0
3199,H,1.5625,1.25,D,D,W,W,W,L,0.375,0.0625,-0.4375,-10.0
3200,D,2.176470588235294,1.5294117647058822,W,D,D,W,D,D,0.8823529411764706,-0.05882352941176471,0.29411764705882354,-16.0
3201,A,1.0588235294117647,1.2941176470588236,D,L,W,L,W,L,0.35294117647058826,-0.17647058823529413,-0.1176470588235294,4.0
3202,D,1.1176470588235294,1.7058823529411764,L,D,L,W,W,L,-0.4117647058823529,0.5294117647058824,-0.2352941176470588,10.0
3203,D,1.1176470588235294,1.2352941176470589,D,D,W,D,D,D,-0.5882352941176471,0.05882352941176471,-0.05882352941176471,3.0
3204,H,0.8823529411764706,0.7058823529411765,L,L,L,D,L,L,-0.7058823529411765,-0.9411764705882352,0.1176470588235294,-5.0
3205,D,1.0588235294117647,1.8823529411764703,W,L,W,D,W,W,-0.1176470588235294,1.0,-0.1176470588235294,10.0
3206,H,1.1176470588235294,0.7647058823529411,L,W,W,L,L,L,-0.1176470588235294,-0.8235294117647058,0.4705882352941176,7.0
3207,D,2.117647058823529,1.0588235294117647,W,L,D,L,D,W,1.7058823529411764,-0.4117647058823529,0.29411764705882354,-8.0
3208,A,1.3529411764705883,0.9411764705882352,D,W,D,D,D,D,-0.2352941176470588,-0.29411764705882354,0.29411764705882354,-4.0
3209,H,0.7647058823529411,1.1176470588235294,L,L,L,D,D,W,-0.8235294117647058,-0.5882352941176471,-0.35294117647058826,-13.0
3210,H,1.1111111111111112,1.2777777777777777,L,L,W,L,D,W,-0.16666666666666666,-0.3888888888888889,0.0,8.0
3211,H,1.3333333333333333,1.1111111111111112,W,D,D,D,L,D,0.2222222222222222,-0.3888888888888889,0.2222222222222222,4.0
3212,A,1.5,1.0,D,W,D,W,L,L,-0.05555555555555555,-0.4444444444444444,0.05555555555555555,5.0
3213,A,1.0555555555555556,1.7222222222222223,D,L,D,W,W,D,-0.3888888888888889,0.5,-0.2777777777777778,4.0
3214,D,1.6666666666666667,2.1111111111111107,D,W,W,D,W,D,0.5,0.8333333333333334,-0.1111111111111111,-1.0
3215,H,1.0555555555555556,1.0555555555555556,W,D,D,D,W,L,-0.1111111111111111,-0.1111111111111111,0.0,1.0
3216,H,0.6666666666666666,1.0,L,D,L,L,D,L,-1.1111111111111112,0.2777777777777778,-0.2222222222222222,11.0
3217,D,1.3888888888888888,2.055555555555556,W,L,W,D,W,L,-0.1111111111111111,1.6111111111111112,-0.05555555555555555,3.0
3218,D,1.7222222222222223,1.6666666666666667,W,W,D,D,W,W,0.5,0.5,0.2222222222222222,3.0
3219,H,2.055555555555556,0.6666666666666666,D,W,L,L,D,L,1.6111111111111112,-1.1111111111111112,0.3888888888888889,-18.0
3220,H,2.0526315789473686,1.2105263157894737,D,D,W,W,L,L,0.7894736842105263,-0.10526315789473684,-0.10526315789473684,-12.0
3221,H,0.9473684210526316,1.4210526315789471,L,L,D,L,D,W,0.21052631578947367,-0.21052631578947367,-0.10526315789473684,-11.0
3222,A,1.0526315789473684,1.368421052631579,L,D,L,D,W,L,-0.5263157894736842,-0.10526315789473684,-0.2631578947368421,8.0
3223,A,1.2105263157894737,1.0,L,L,D,L,D,L,-0.42105263157894735,-0.42105263157894735,0.0,-2.0
3224,A,1.0526315789473684,2.0,L,D,D,W,W,D,-0.6842105263157895,1.0,-0.3684210526315789,19.0
3225,D,1.1052631578947372,0.8421052631578947,W,W,L,W,L,L,-0.2631578947368421,-0.7368421052631579,0.15789473684210525,8.0
3226,D,1.0,1.3157894736842106,L,D,W,D,W,D,-0.15789473684210525,0.21052631578947367,0.0,-6.0
3227,H,1.3157894736842106,1.1578947368421053,W,W,L,W,W,D,0.10526315789473684,-0.05263157894736842,0.15789473684210525,2.0
3228,H,1.631578947368421,1.2105263157894737,D,D,W,L,L,D,0.4736842105263158,-0.42105263157894735,0.15789473684210525,-5.0
3229,D,0.8421052631578947,0.9473684210526316,W,L,L,L,L,D,-0.7368421052631579,0.21052631578947367,-0.05263157894736842,-2.0
3230,A,1.15,1.4,L,W,L,W,W,W,-0.25,0.15,-0.3,2.0
3231,H,1.45,1.1,W,D,W,D,W,W,-0.05,-0.25,0.15,-10.0
3232,D,1.3,2.05,D,D,W,W,D,D,0.2,1.55,-0.05,15.0
3233,A,1.1,2.1,L,W,W,W,D,D,-0.1,0.9,-0.05,8.0
3234,H,0.75,1.0,L,W,L,D,L,D,-1.05,-0.15,-0.05,9.0
3235,H,1.1,1.0,W,L,D,L,L,D,-0.25,-0.7,0.1,-10.0
3236,H,2.05,1.0,W,W,W,L,L,D,1.1,-0.55,0.55,-12.0
3237,A,1.35,1.75,L,L,D,D,W,W,-0.4,0.5,-0.3,14.0
3238,H,1.6,1.15,D,D,D,L,W,L,0.45,-0.25,0.15,-13.0
3239,H,1.75,0.75,D,W,W,L,W,L,0.5,-1.05,0.35,-14.0
3240,H,1.5238095238095235,1.2857142857142858,W,W,D,L,L,L,0.09523809523809523,-0.42857142857142855,0.2857142857142857,-15.0
3241,D,0.9523809523809524,1.0476190476190477,L,L,L,L,D,W,-0.5714285714285714,-0.3809523809523809,-0.2857142857142857,-2.0
3242,D,1.0476190476190477,1.1904761904761905,L,L,W,W,W,L,-0.2857142857142857,-0.19047619047619047,0.0,2.0
3243,D,0.9523809523809524,2.142857142857143,L,L,L,W,W,D,-0.7142857142857143,1.0476190476190477,-0.42857142857142855,16.0
3244,H,2.095238095238096,2.0,W,W,W,D,W,D,1.0952380952380951,1.4761904761904765,0.19047619047619047,-1.0
3245,H,1.4761904761904765,0.9523809523809524,W,W,W,L,D,L,0.19047619047619047,-0.2380952380952381,0.3333333333333333,3.0
3246,H,2.095238095238096,1.4761904761904765,W,W,W,W,W,W,1.0952380952380951,0.19047619047619047,0.047619047619047616,-13.0
3247,H,0.8571428571428571,1.0476190476190477,D,D,W,L,L,W,-0.6666666666666666,-0.2857142857142857,-0.09523809523809523,-5.0
3248,A,1.0952380952380951,2.095238095238096,L,L,W,W,W,W,-0.2857142857142857,1.0952380952380951,-0.4761904761904762,15.0
3249,H,2.0,0.9523809523809524,D,W,D,L,L,L,1.4761904761904765,-0.7142857142857143,0.3333333333333333,-18.0
3250,A,1.2272727272727273,1.7272727272727273,L,L,L,W,W,D,-0.5,0.5,-0.3636363636363637,17.0
3251,H,1.1363636363636365,1.4090909090909092,W,D,W,L,W,W,0.4090909090909091,0.13636363636363635,-0.2272727272727273,-5.0
3252,A,1.0454545454545454,1.8636363636363635,D,L,D,W,W,D,-0.3636363636363637,0.5454545454545454,-0.2272727272727273,9.0
3253,H,0.8181818181818182,0.9545454545454546,L,W,L,D,L,L,-0.9090909090909092,-0.5454545454545454,0.18181818181818185,7.0
3254,D,0.9090909090909092,1.0909090909090908,L,L,D,D,L,L,-0.2727272727272727,-0.5454545454545454,0.045454545454545456,3.0
3255,H,1.181818181818182,1.181818181818182,D,W,W,L,L,D,-0.18181818181818185,0.045454545454545456,0.13636363636363635,-7.0
3256,D,2.090909090909091,1.5909090909090908,D,W,W,W,W,W,1.0,0.18181818181818185,-0.18181818181818185,-1.0
3257,A,1.0909090909090908,1.8636363636363635,D,L,L,W,W,D,-0.5454545454545454,0.5454545454545454,-0.5454545454545454,2.0
3258,H,1.0454545454545454,1.181818181818182,D,L,D,L,L,D,-0.3636363636363637,0.045454545454545456,0.13636363636363635,-2.0
3259,H,0.9090909090909092,0.9545454545454546,L,L,D,D,L,L,-0.2727272727272727,-0.6818181818181818,0.0,-9.0
3260,A,0.9130434782608696,2.1739130434782608,W,L,W,W,W,W,-0.7391304347826086,1.2608695652173914,-0.2608695652173913,19.0
3261,D,0.9565217391304348,1.0,D,W,D,L,L,L,-0.4782608695652174,-0.3478260869565217,0.2608695652173913,-9.0
3262,H,1.9565217391304348,0.9130434782608696,W,L,D,L,D,L,1.2608695652173914,-0.6521739130434783,0.3043478260869565,-11.0
3263,D,1.5652173913043481,1.7826086956521738,D,W,W,W,W,W,0.17391304347826084,0.5652173913043478,0.0,2.0
3264,H,1.2173913043478262,1.0,W,W,D,L,D,L,0.43478260869565216,-0.39130434782608703,0.2608695652173913,-3.0
3265,H,1.2608695652173914,1.173913043478261,W,D,W,L,L,L,-0.08695652173913042,-0.5652173913043478,0.43478260869565216,-10.0
3266,D,1.3478260869565215,2.0434782608695654,L,L,W,D,D,W,0.08695652173913042,0.9565217391304348,0.0,10.0
3267,D,1.7826086956521738,1.2608695652173914,W,W,W,W,D,W,0.5652173913043478,-0.08695652173913042,0.043478260869565216,-7.0
3268,D,1.9130434782608696,1.3478260869565215,W,W,W,L,L,W,0.5652173913043478,0.08695652173913042,0.17391304347826084,-8.0
3269,H,1.0,0.9130434782608696,L,L,L,D,L,L,-0.3478260869565217,-0.2608695652173913,0.043478260869565216,5.0
3270,H,1.25,1.0,D,W,L,L,L,D,0.125,-0.625,0.16666666666666666,9.0
3271,D,1.125,0.875,L,L,L,L,W,L,-0.625,-0.9166666666666666,-0.25,0.0
3272,H,2.208333333333333,1.5416666666666667,W,W,W,D,D,W,1.25,0.16666666666666666,0.16666666666666666,-4.0
3273,D,0.875,0.9583333333333334,L,L,D,D,D,W,-0.7083333333333334,-0.4583333333333333,-0.25,6.0
3274,H,0.875,1.1666666666666667,L,L,D,L,W,W,-0.75,0.375,-0.375,11.0
3275,H,2.0,2.0,D,D,D,W,W,L,0.9166666666666666,1.2916666666666667,-0.04166666666666666,2.0
3276,D,0.9583333333333334,1.0833333333333333,L,L,D,W,L,D,-0.4166666666666667,-0.3333333333333333,-0.16666666666666666,-3.0
3277,A,0.9583333333333334,1.9583333333333333,D,D,W,W,W,W,-0.4583333333333333,0.5833333333333334,-0.25,1.0
3278,D,2.0,1.125,W,W,L,L,L,L,1.2916666666666667,-0.625,0.4166666666666667,-18.0
3279,H,1.5416666666666667,1.0,D,D,W,D,L,L,0.16666666666666666,-0.3333333333333333,0.4166666666666667,-11.0
3280,H,1.24,0.88,W,L,W,D,L,L,0.4,-0.68,0.32,-4.0
3281,A,0.96,2.04,L,L,L,W,D,D,-0.64,0.96,-0.32,4.0
3282,H,1.08,0.96,D,W,L,W,L,L,-0.32,-0.68,0.04,-5.0
3283,A,0.88,0.96,D,L,W,D,L,L,-0.88,-0.4,0.2,8.0
3284,D,1.32,1.2,D,D,L,L,D,W,0.08,0.0,0.04,-3.0
3285,D,0.96,1.72,L,W,D,D,D,W,-0.2,0.52,-0.28,8.0
3286,A,1.32,2.24,D,W,W,W,W,W,0.0,1.24,-0.16,9.0
3287,H,0.96,1.24,L,L,L,W,L,W,-0.64,0.4,-0.36,-1.0
3288,H,2.24,1.2,W,W,W,L,D,W,1.24,0.0,0.44,-16.0
3289,D,1.72,1.08,D,D,W,D,W,L,0.52,-0.32,0.24,-12.0
